1,2,3,6,8,4,5,7,9,10,11,12,13,14
19.49807020551438,-15.26308652317955,-0.0,-0.0,-0.0,-0.0,-4.234983682334831,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-15.26308652317955,30.354715398779064,-4.781863151757718,-0.0,-0.0,-5.115838325872082,-5.193927397969713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-4.781863151757718,9.850680129351638,-0.0,-0.0,-5.0688169775939205,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,17.34073280991911,-0.0,-0.0,-4.257445335253385,-0.0,-0.0,-0.0,-4.0940743442404415,-3.1759639650294,-6.102755448193115,-0.0
-0.0,-0.0,-0.0,-0.0,5.676979846721544,-0.0,-0.0,-5.676979846721544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-5.115838325872082,-5.0688169775939205,-0.0,-0.0,38.6775712076078,-21.578553981691588,-4.889512660317341,-1.8554995578159004,-0.0,-0.0,-0.0,-0.0,-0.0
-4.234983682334831,-5.193927397969713,-0.0,-4.257445335253385,-0.0,-21.578553981691588,35.57553945604483,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-5.676979846721544,-4.889512660317341,-0.0,19.54900594826465,-9.090082719752749,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-1.8554995578159004,-0.0,-9.090082719752749,24.092506375267877,-10.365394127060915,-0.0,-0.0,-0.0,-3.0290504569306034
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.365394127060915,14.768337876521436,-4.402943749460521,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-4.0940743442404415,-0.0,-0.0,-0.0,-0.0,-0.0,-4.402943749460521,8.497018093700962,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-3.1759639650294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.427938591201611,-2.251974626172212,-0.0
-0.0,-0.0,-0.0,-6.102755448193115,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.251974626172212,10.66969354947068,-2.314963475105352
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0290504569306034,-0.0,-0.0,-0.0,-2.314963475105352,5.344013932035955
